timestamp,from_bank,to_bank,amount_paid,amount_received,payment_format,is_laundering
2022-02-13 12:00:00,Bank_B,Bank_Y,1085.68,602.57,Transfer,0
2022-02-13 13:00:00,Bank_C,Bank_Y,478.38,711.21,Credit Card,0
2022-02-13 14:00:00,Bank_C,Bank_Y,132.61,55.91,Cash,0
2022-02-13 15:00:00,Bank_C,Bank_Y,12.35,352.75,Credit Card,0
2022-02-13 16:00:00,Bank_A,Bank_X,1020.49,842.69,Cash,0
2022-02-13 17:00:00,Bank_B,Bank_X,10.75,1375.71,Transfer,0
2022-02-13 18:00:00,Bank_B,Bank_X,1038.53,360.28,Credit Card,0
2022-02-13 19:00:00,Bank_B,Bank_Z,376.38,1500.67,Credit Card,0
2022-02-13 20:00:00,Bank_A,Bank_Z,1399.0,383.6,Transfer,0
2022-02-13 21:00:00,Bank_B,Bank_Y,801.69,250.59,Wire,0
2022-02-13 22:00:00,Bank_B,Bank_Y,3091.1,942.61,Cash,0
2022-02-13 23:00:00,Bank_B,Bank_X,215.94,339.61,Cash,0
2022-02-14 00:00:00,Bank_B,Bank_Y,728.76,319.24,Wire,0
2022-02-14 01:00:00,Bank_A,Bank_Z,257.02,336.98,Credit Card,0
2022-02-14 02:00:00,Bank_C,Bank_Y,326.84,937.96,Credit Card,0
2022-02-14 03:00:00,Bank_C,Bank_X,493.77,891.72,Transfer,1
2022-02-14 04:00:00,Bank_B,Bank_Y,1034.46,258.35,Transfer,0
2022-02-14 05:00:00,Bank_B,Bank_Z,2070.2,202.71,Transfer,0
2022-02-14 06:00:00,Bank_B,Bank_X,731.1,338.57,Wire,0
2022-02-14 07:00:00,Bank_A,Bank_Y,270.44,425.22,Wire,0
2022-02-14 08:00:00,Bank_B,Bank_Z,273.53,136.13,Credit Card,0
2022-02-14 09:00:00,Bank_A,Bank_X,668.91,789.83,Transfer,0
2022-02-14 10:00:00,Bank_B,Bank_X,136.41,333.24,Credit Card,0
2022-02-14 11:00:00,Bank_B,Bank_Z,58.53,203.27,Wire,0
2022-02-14 12:00:00,Bank_C,Bank_Y,218.96,56.48,Cash,0
2022-02-14 13:00:00,Bank_B,Bank_Y,169.3,136.46,Credit Card,1
2022-02-14 14:00:00,Bank_A,Bank_Y,175.71,1490.73,Wire,0
2022-02-14 15:00:00,Bank_C,Bank_X,133.03,181.99,Transfer,0
2022-02-14 16:00:00,Bank_A,Bank_X,21.5,92.48,Cash,0
2022-02-14 17:00:00,Bank_C,Bank_Y,9.02,308.72,Cash,0
2022-02-14 18:00:00,Bank_A,Bank_X,2199.99,183.43,Cash,0
2022-02-14 19:00:00,Bank_C,Bank_X,279.11,17.9,Transfer,0
2022-02-14 20:00:00,Bank_A,Bank_Z,242.52,195.15,Cash,0
2022-02-14 21:00:00,Bank_A,Bank_Y,569.17,392.75,Wire,0
2022-02-14 22:00:00,Bank_B,Bank_Y,123.11,401.16,Credit Card,0
2022-02-14 23:00:00,Bank_C,Bank_Y,1497.48,220.46,Cash,0
2022-02-15 00:00:00,Bank_C,Bank_X,771.7,296.47,Cash,0
2022-02-15 01:00:00,Bank_B,Bank_X,46.83,1683.66,Wire,0
2022-02-15 02:00:00,Bank_A,Bank_X,270.28,236.88,Transfer,0
2022-02-15 03:00:00,Bank_A,Bank_Y,1056.47,149.36,Cash,0
2022-02-15 04:00:00,Bank_C,Bank_X,1447.78,139.5,Wire,0
2022-02-15 05:00:00,Bank_A,Bank_Y,314.99,306.03,Wire,0
2022-02-15 06:00:00,Bank_C,Bank_X,475.2,712.56,Transfer,0
2022-02-15 07:00:00,Bank_C,Bank_Y,91.38,115.33,Transfer,0
2022-02-15 08:00:00,Bank_A,Bank_Z,2364.72,617.73,Credit Card,0
2022-02-15 09:00:00,Bank_A,Bank_X,131.77,10.69,Cash,0
2022-02-15 10:00:00,Bank_A,Bank_Y,1430.0,271.44,Credit Card,0
2022-02-15 11:00:00,Bank_B,Bank_Z,524.41,747.75,Wire,0
2022-02-15 12:00:00,Bank_C,Bank_Z,467.91,206.8,Cash,0
2022-02-15 13:00:00,Bank_A,Bank_X,359.43,414.76,Wire,0
2022-02-15 14:00:00,Bank_B,Bank_Y,131.12,114.69,Wire,0
2022-02-15 15:00:00,Bank_A,Bank_X,97.11,677.39,Wire,0
2022-02-15 16:00:00,Bank_C,Bank_Z,124.54,26.85,Transfer,0
2022-02-15 17:00:00,Bank_B,Bank_X,103.17,957.11,Transfer,0
2022-02-15 18:00:00,Bank_C,Bank_Y,756.12,110.45,Cash,0
2022-02-15 19:00:00,Bank_A,Bank_Z,215.49,1037.32,Wire,0
2022-02-15 20:00:00,Bank_A,Bank_X,29.79,217.34,Wire,0
2022-02-15 21:00:00,Bank_A,Bank_X,1738.54,641.3,Cash,0
2022-02-15 22:00:00,Bank_B,Bank_X,1076.16,192.26,Credit Card,0
2022-02-15 23:00:00,Bank_B,Bank_X,1313.83,1181.76,Wire,0
2022-02-16 00:00:00,Bank_B,Bank_X,2640.02,67.7,Transfer,0
2022-02-16 01:00:00,Bank_B,Bank_Z,95.52,98.32,Credit Card,0
2022-02-16 02:00:00,Bank_A,Bank_Z,252.29,339.65,Credit Card,0
2022-02-16 03:00:00,Bank_A,Bank_Y,709.9,42.75,Credit Card,0
2022-02-16 04:00:00,Bank_A,Bank_X,595.4,109.07,Credit Card,0
2022-02-16 05:00:00,Bank_B,Bank_Y,83.56,1439.12,Credit Card,0
2022-02-16 06:00:00,Bank_B,Bank_Z,845.96,1875.16,Credit Card,0
2022-02-16 07:00:00,Bank_A,Bank_X,127.09,236.01,Cash,0
2022-02-16 08:00:00,Bank_A,Bank_Y,126.68,1283.84,Cash,0
2022-02-16 09:00:00,Bank_B,Bank_X,384.99,393.54,Credit Card,1
2022-02-16 10:00:00,Bank_C,Bank_X,449.4,157.18,Transfer,0
2022-02-16 11:00:00,Bank_A,Bank_Y,433.85,606.0,Cash,0
2022-02-16 12:00:00,Bank_A,Bank_Z,47.97,537.79,Cash,0
2022-02-16 13:00:00,Bank_A,Bank_Y,1049.66,2260.66,Credit Card,0
2022-02-16 14:00:00,Bank_B,Bank_Y,154.35,153.97,Transfer,0
2022-02-16 15:00:00,Bank_A,Bank_Y,69.35,557.46,Credit Card,0
2022-02-16 16:00:00,Bank_A,Bank_X,1097.98,26.71,Transfer,0
2022-02-16 17:00:00,Bank_A,Bank_Z,1557.84,60.32,Transfer,0
2022-02-16 18:00:00,Bank_A,Bank_Z,990.71,1.96,Wire,0
2022-02-16 19:00:00,Bank_A,Bank_X,829.09,3762.6,Cash,0
2022-02-16 20:00:00,Bank_C,Bank_Z,532.46,810.44,Credit Card,0
2022-02-16 21:00:00,Bank_C,Bank_Y,400.21,772.58,Cash,0
2022-02-16 22:00:00,Bank_A,Bank_Z,45.5,356.4,Cash,0
2022-02-16 23:00:00,Bank_A,Bank_X,262.51,178.39,Transfer,0
2022-02-17 00:00:00,Bank_A,Bank_Z,233.16,82.0,Cash,0
2022-02-17 01:00:00,Bank_A,Bank_X,150.39,167.51,Wire,0
2022-02-17 02:00:00,Bank_B,Bank_Y,642.63,235.78,Credit Card,0
2022-02-17 03:00:00,Bank_B,Bank_X,342.47,705.93,Cash,0
2022-02-17 04:00:00,Bank_B,Bank_Z,42.26,387.9,Credit Card,0
2022-02-17 05:00:00,Bank_C,Bank_Y,124.35,40.33,Cash,0
2022-02-17 06:00:00,Bank_A,Bank_Z,574.84,9.1,Credit Card,0
2022-02-17 07:00:00,Bank_B,Bank_X,39.59,53.98,Credit Card,0
2022-02-17 08:00:00,Bank_A,Bank_Y,952.6,264.24,Credit Card,0
2022-02-17 09:00:00,Bank_A,Bank_X,341.74,1352.97,Cash,0
2022-02-17 10:00:00,Bank_C,Bank_Z,327.53,507.23,Wire,0
2022-02-17 11:00:00,Bank_C,Bank_X,448.74,809.3,Credit Card,0
2022-02-17 12:00:00,Bank_B,Bank_Z,870.57,314.03,Transfer,0
2022-02-17 13:00:00,Bank_B,Bank_Z,213.71,224.45,Transfer,0
2022-02-17 14:00:00,Bank_C,Bank_Y,566.63,57.37,Transfer,0
2022-02-17 15:00:00,Bank_C,Bank_Y,417.05,1043.47,Wire,0
2022-02-17 16:00:00,Bank_A,Bank_X,155.32,764.3,Credit Card,0
2022-02-17 17:00:00,Bank_A,Bank_Z,1054.46,92.03,Wire,0
2022-02-17 18:00:00,Bank_B,Bank_Z,798.33,358.99,Credit Card,0
2022-02-17 19:00:00,Bank_B,Bank_Y,537.13,334.11,Wire,0
2022-02-17 20:00:00,Bank_C,Bank_Y,950.5,490.54,Credit Card,0
2022-02-17 21:00:00,Bank_B,Bank_Y,1009.81,1461.12,Transfer,0
2022-02-17 22:00:00,Bank_A,Bank_Y,616.12,433.48,Credit Card,0
2022-02-17 23:00:00,Bank_C,Bank_X,907.04,388.5,Wire,0
2022-02-18 00:00:00,Bank_A,Bank_X,597.79,25.82,Credit Card,0
2022-02-18 01:00:00,Bank_C,Bank_X,569.94,32.49,Cash,0
2022-02-18 02:00:00,Bank_C,Bank_X,481.97,103.73,Credit Card,0
2022-02-18 03:00:00,Bank_A,Bank_Y,698.61,16.5,Transfer,0
2022-02-18 04:00:00,Bank_B,Bank_X,86.35,680.03,Credit Card,0
2022-02-18 05:00:00,Bank_B,Bank_X,1063.77,642.47,Cash,0
2022-02-18 06:00:00,Bank_B,Bank_X,1027.25,73.12,Cash,0
2022-02-18 07:00:00,Bank_B,Bank_Y,14.84,904.19,Cash,1
2022-02-18 08:00:00,Bank_A,Bank_Z,873.82,84.08,Wire,0
2022-02-18 09:00:00,Bank_C,Bank_Y,68.98,179.18,Cash,0
2022-02-18 10:00:00,Bank_A,Bank_Z,204.07,143.16,Wire,0
2022-02-18 11:00:00,Bank_B,Bank_Z,680.33,232.85,Cash,0
2022-02-18 12:00:00,Bank_B,Bank_X,87.63,146.96,Wire,0
2022-02-18 13:00:00,Bank_A,Bank_X,851.78,335.64,Cash,0
2022-02-18 14:00:00,Bank_C,Bank_X,892.3,261.62,Cash,0
2022-02-18 15:00:00,Bank_A,Bank_Y,354.1,2155.11,Credit Card,0
2022-02-18 16:00:00,Bank_A,Bank_Y,3.2,28.78,Cash,0
2022-02-18 17:00:00,Bank_A,Bank_X,169.16,76.68,Credit Card,0
2022-02-18 18:00:00,Bank_C,Bank_Y,479.76,27.14,Cash,0
2022-02-18 19:00:00,Bank_A,Bank_Y,1986.58,491.54,Cash,0
2022-02-18 20:00:00,Bank_A,Bank_Z,499.58,28.03,Credit Card,0
2022-02-18 21:00:00,Bank_B,Bank_Y,150.42,905.29,Credit Card,0
2022-02-18 22:00:00,Bank_A,Bank_Z,502.57,358.66,Wire,0
2022-02-18 23:00:00,Bank_B,Bank_X,388.25,374.34,Transfer,0
2022-02-19 00:00:00,Bank_B,Bank_Y,756.71,412.31,Credit Card,0
2022-02-19 01:00:00,Bank_B,Bank_Z,56.57,93.66,Wire,0
2022-02-19 02:00:00,Bank_C,Bank_Y,715.7,110.13,Cash,0
2022-02-19 03:00:00,Bank_B,Bank_Z,389.64,191.96,Credit Card,0
2022-02-19 04:00:00,Bank_A,Bank_Z,1648.31,450.08,Credit Card,1
2022-02-19 05:00:00,Bank_A,Bank_Y,209.18,117.94,Cash,0
2022-02-19 06:00:00,Bank_B,Bank_X,500.68,61.84,Cash,0
2022-02-19 07:00:00,Bank_B,Bank_Z,1344.33,1755.23,Cash,0
2022-02-19 08:00:00,Bank_A,Bank_X,54.08,11.11,Cash,0
2022-02-19 09:00:00,Bank_B,Bank_Y,1384.13,811.51,Transfer,0
2022-02-19 10:00:00,Bank_C,Bank_Y,582.19,775.67,Credit Card,0
2022-02-19 11:00:00,Bank_B,Bank_X,35.12,176.35,Cash,0
2022-02-19 12:00:00,Bank_C,Bank_Y,179.03,72.88,Cash,0
2022-02-19 13:00:00,Bank_C,Bank_Z,615.8,78.69,Transfer,0
2022-02-19 14:00:00,Bank_C,Bank_X,34.86,597.72,Credit Card,0
2022-02-19 15:00:00,Bank_B,Bank_Y,436.34,514.74,Wire,0
2022-02-19 16:00:00,Bank_C,Bank_Y,212.23,763.34,Credit Card,0
2022-02-19 17:00:00,Bank_C,Bank_X,485.0,1386.14,Wire,0
2022-02-19 18:00:00,Bank_B,Bank_Z,23.41,588.71,Transfer,0
2022-02-19 19:00:00,Bank_C,Bank_X,1026.06,84.71,Cash,0
2022-02-19 20:00:00,Bank_B,Bank_Y,1815.1,139.49,Transfer,0
2022-02-19 21:00:00,Bank_A,Bank_Y,1734.92,923.19,Credit Card,0
2022-02-19 22:00:00,Bank_C,Bank_X,692.45,117.42,Cash,0
2022-02-19 23:00:00,Bank_B,Bank_Z,69.68,37.64,Credit Card,0
2022-02-20 00:00:00,Bank_A,Bank_Z,709.95,607.48,Wire,1
2022-02-20 01:00:00,Bank_C,Bank_Z,12.45,257.52,Credit Card,0
2022-02-20 02:00:00,Bank_C,Bank_X,11.19,1263.11,Transfer,0
2022-02-20 03:00:00,Bank_B,Bank_Z,195.49,525.28,Transfer,1
2022-02-20 04:00:00,Bank_A,Bank_Z,335.34,47.39,Transfer,0
2022-02-20 05:00:00,Bank_B,Bank_Z,735.72,1476.88,Cash,0
2022-02-20 06:00:00,Bank_C,Bank_Z,574.89,149.58,Credit Card,0
2022-02-20 07:00:00,Bank_C,Bank_Y,295.21,205.65,Cash,0
2022-02-20 08:00:00,Bank_C,Bank_X,159.85,257.3,Credit Card,0
2022-02-20 09:00:00,Bank_C,Bank_X,2925.76,26.29,Wire,0
2022-02-20 10:00:00,Bank_A,Bank_Z,277.72,343.1,Credit Card,0
2022-02-20 11:00:00,Bank_A,Bank_X,300.18,65.81,Credit Card,0
2022-02-20 12:00:00,Bank_B,Bank_X,89.34,256.22,Credit Card,0
2022-02-20 13:00:00,Bank_B,Bank_Y,791.91,215.94,Credit Card,0
2022-02-20 14:00:00,Bank_B,Bank_X,591.57,741.05,Wire,0
2022-02-20 15:00:00,Bank_C,Bank_Y,124.72,812.71,Cash,0
2022-02-20 16:00:00,Bank_B,Bank_X,42.99,83.27,Transfer,0
2022-02-20 17:00:00,Bank_A,Bank_Y,570.5,228.29,Credit Card,0
2022-02-20 18:00:00,Bank_B,Bank_Y,531.4,233.69,Transfer,0
2022-02-20 19:00:00,Bank_B,Bank_X,159.59,82.09,Transfer,0
2022-02-20 20:00:00,Bank_A,Bank_Y,1506.58,800.87,Transfer,0
2022-02-20 21:00:00,Bank_A,Bank_Y,81.88,614.18,Transfer,0
2022-02-20 22:00:00,Bank_C,Bank_X,283.11,105.6,Credit Card,0
2022-02-20 23:00:00,Bank_A,Bank_Y,1437.78,228.42,Transfer,0
2022-02-21 00:00:00,Bank_A,Bank_Y,272.13,55.92,Credit Card,0
2022-02-21 01:00:00,Bank_B,Bank_Y,508.78,494.71,Wire,0
2022-02-21 02:00:00,Bank_A,Bank_Y,253.41,64.7,Cash,0
2022-02-21 03:00:00,Bank_C,Bank_Y,160.25,2132.0,Cash,0
2022-02-21 04:00:00,Bank_B,Bank_Z,2066.89,758.62,Credit Card,0
2022-02-21 05:00:00,Bank_C,Bank_Y,263.25,247.34,Credit Card,0
2022-02-21 06:00:00,Bank_A,Bank_Y,1122.63,432.04,Cash,0
2022-02-21 07:00:00,Bank_C,Bank_Y,130.65,1211.48,Transfer,0
2022-02-21 08:00:00,Bank_C,Bank_Y,119.83,403.83,Credit Card,0
2022-02-21 09:00:00,Bank_A,Bank_X,15.81,95.88,Transfer,0
2022-02-21 10:00:00,Bank_A,Bank_Z,527.3,237.97,Credit Card,0
2022-02-21 11:00:00,Bank_B,Bank_X,229.85,926.22,Credit Card,0
2022-02-21 12:00:00,Bank_B,Bank_Z,998.87,516.71,Wire,0
2022-02-21 13:00:00,Bank_B,Bank_Y,320.48,525.95,Wire,0
2022-02-21 14:00:00,Bank_A,Bank_Y,1724.04,1008.03,Cash,0
2022-02-21 15:00:00,Bank_C,Bank_Z,102.61,1122.03,Wire,0
2022-02-21 16:00:00,Bank_C,Bank_Z,1014.84,1261.57,Wire,0
2022-02-21 17:00:00,Bank_B,Bank_X,749.39,49.83,Cash,0
2022-02-21 18:00:00,Bank_B,Bank_Z,736.85,392.77,Transfer,0
2022-02-21 19:00:00,Bank_A,Bank_Y,931.47,674.52,Wire,0
2022-02-21 20:00:00,Bank_C,Bank_X,715.7,707.2,Transfer,0
2022-02-21 21:00:00,Bank_B,Bank_Z,492.04,466.61,Cash,0
2022-02-21 22:00:00,Bank_A,Bank_Z,70.35,91.23,Credit Card,0
2022-02-21 23:00:00,Bank_B,Bank_X,16.53,798.31,Transfer,0
2022-02-22 00:00:00,Bank_A,Bank_Z,1268.19,636.68,Cash,0
2022-02-22 01:00:00,Bank_C,Bank_Y,479.4,45.04,Transfer,0
2022-02-22 02:00:00,Bank_A,Bank_X,796.14,311.63,Cash,0
2022-02-22 03:00:00,Bank_B,Bank_Z,328.43,95.57,Cash,0
2022-02-22 04:00:00,Bank_B,Bank_Y,62.39,205.85,Credit Card,0
2022-02-22 05:00:00,Bank_C,Bank_Z,66.87,9.12,Transfer,0
2022-02-22 06:00:00,Bank_C,Bank_X,578.49,255.69,Credit Card,0
2022-02-22 07:00:00,Bank_B,Bank_Z,281.33,399.12,Credit Card,0
2022-02-22 08:00:00,Bank_B,Bank_Z,111.9,483.24,Transfer,0
2022-02-22 09:00:00,Bank_B,Bank_Z,338.24,544.56,Transfer,0
2022-02-22 10:00:00,Bank_C,Bank_Y,33.18,904.83,Cash,0
2022-02-22 11:00:00,Bank_B,Bank_Y,436.1,121.33,Transfer,0
2022-02-22 12:00:00,Bank_C,Bank_Z,156.67,64.19,Cash,0
2022-02-22 13:00:00,Bank_B,Bank_Z,798.65,953.71,Cash,0
2022-02-22 14:00:00,Bank_A,Bank_X,185.79,85.16,Cash,0
2022-02-22 15:00:00,Bank_A,Bank_Z,303.69,1839.66,Cash,0
2022-02-22 16:00:00,Bank_B,Bank_X,5.84,924.29,Cash,0
2022-02-22 17:00:00,Bank_A,Bank_Y,37.6,347.45,Cash,0
2022-02-22 18:00:00,Bank_C,Bank_Z,249.2,1992.87,Transfer,0
2022-02-22 19:00:00,Bank_A,Bank_X,326.9,51.23,Transfer,0
2022-02-22 20:00:00,Bank_A,Bank_Y,458.17,180.53,Wire,0
2022-02-22 21:00:00,Bank_C,Bank_X,172.42,508.37,Transfer,0
2022-02-22 22:00:00,Bank_A,Bank_Y,593.69,215.4,Credit Card,0
2022-02-22 23:00:00,Bank_A,Bank_Z,983.49,1318.14,Wire,0
2022-02-23 00:00:00,Bank_B,Bank_X,756.73,33.94,Transfer,0
2022-02-23 01:00:00,Bank_C,Bank_Z,20.21,398.6,Credit Card,0
2022-02-23 02:00:00,Bank_C,Bank_X,327.45,446.86,Transfer,0
2022-02-23 03:00:00,Bank_B,Bank_Y,55.43,528.82,Cash,0
2022-02-23 04:00:00,Bank_B,Bank_X,138.57,147.63,Wire,0
2022-02-23 05:00:00,Bank_A,Bank_X,2158.59,226.72,Cash,0
2022-02-23 06:00:00,Bank_A,Bank_Z,76.86,927.93,Wire,0
2022-02-23 07:00:00,Bank_A,Bank_Z,345.46,108.42,Wire,0
2022-02-23 08:00:00,Bank_B,Bank_Z,481.37,876.85,Cash,0
2022-02-23 09:00:00,Bank_C,Bank_Y,606.11,413.52,Wire,0
2022-02-23 10:00:00,Bank_A,Bank_Z,410.09,718.14,Wire,0
2022-02-23 11:00:00,Bank_B,Bank_X,4.91,625.2,Transfer,0
2022-02-23 12:00:00,Bank_C,Bank_Y,197.6,116.29,Credit Card,0
2022-02-23 13:00:00,Bank_B,Bank_Z,364.61,420.61,Cash,0
2022-02-23 14:00:00,Bank_A,Bank_X,45.98,1011.43,Transfer,0
2022-02-23 15:00:00,Bank_B,Bank_X,215.87,282.92,Transfer,0
2022-02-23 16:00:00,Bank_B,Bank_Y,16.88,1699.46,Cash,0
2022-02-23 17:00:00,Bank_B,Bank_X,40.92,300.94,Wire,0
2022-02-23 18:00:00,Bank_B,Bank_Z,252.86,77.03,Cash,0
2022-02-23 19:00:00,Bank_C,Bank_X,71.19,246.68,Credit Card,0
2022-02-23 20:00:00,Bank_A,Bank_Z,419.13,1515.19,Credit Card,0
2022-02-23 21:00:00,Bank_C,Bank_Z,584.73,192.63,Cash,0
2022-02-23 22:00:00,Bank_B,Bank_Y,806.19,1012.85,Transfer,0
2022-02-23 23:00:00,Bank_B,Bank_X,111.67,1065.37,Cash,0
2022-02-24 00:00:00,Bank_A,Bank_Y,91.65,215.53,Credit Card,0
2022-02-24 01:00:00,Bank_A,Bank_Y,55.22,43.46,Cash,0
2022-02-24 02:00:00,Bank_C,Bank_Y,505.89,644.69,Wire,0
2022-02-24 03:00:00,Bank_C,Bank_Z,612.9,186.63,Cash,0
2022-02-24 04:00:00,Bank_A,Bank_Z,16.05,763.75,Transfer,0
2022-02-24 05:00:00,Bank_C,Bank_Z,1376.1,292.29,Wire,0
2022-02-24 06:00:00,Bank_B,Bank_Z,26.69,332.05,Credit Card,0
2022-02-24 07:00:00,Bank_B,Bank_X,389.68,752.33,Cash,0
2022-02-24 08:00:00,Bank_A,Bank_X,617.32,240.93,Transfer,1
2022-02-24 09:00:00,Bank_C,Bank_Z,1023.85,292.71,Transfer,0
2022-02-24 10:00:00,Bank_B,Bank_Z,626.03,235.96,Credit Card,0
2022-02-24 11:00:00,Bank_A,Bank_X,809.06,228.91,Cash,0
2022-02-24 12:00:00,Bank_C,Bank_Y,207.34,373.22,Transfer,0
2022-02-24 13:00:00,Bank_B,Bank_Y,843.23,827.22,Wire,0
2022-02-24 14:00:00,Bank_C,Bank_Z,41.75,224.53,Cash,0
2022-02-24 15:00:00,Bank_C,Bank_Y,1126.03,371.44,Credit Card,0
2022-02-24 16:00:00,Bank_C,Bank_Z,396.59,555.43,Wire,0
2022-02-24 17:00:00,Bank_A,Bank_Z,849.95,156.97,Cash,0
2022-02-24 18:00:00,Bank_B,Bank_Z,301.03,162.53,Transfer,0
2022-02-24 19:00:00,Bank_A,Bank_X,515.82,1354.62,Credit Card,0
2022-02-24 20:00:00,Bank_B,Bank_Y,373.7,642.83,Credit Card,0
2022-02-24 21:00:00,Bank_B,Bank_X,657.62,430.41,Cash,0
2022-02-24 22:00:00,Bank_A,Bank_Y,42.58,521.66,Credit Card,0
2022-02-24 23:00:00,Bank_A,Bank_X,31.13,14.87,Wire,0
2022-02-25 00:00:00,Bank_B,Bank_X,141.91,481.3,Cash,0
2022-02-25 01:00:00,Bank_B,Bank_Z,86.91,356.17,Wire,0
2022-02-25 02:00:00,Bank_B,Bank_Z,1027.02,394.55,Credit Card,0
2022-02-25 03:00:00,Bank_C,Bank_X,123.73,222.69,Credit Card,0
2022-02-25 04:00:00,Bank_B,Bank_Y,1862.05,42.49,Credit Card,0
2022-02-25 05:00:00,Bank_A,Bank_Y,205.41,107.43,Wire,0
2022-02-25 06:00:00,Bank_A,Bank_Z,100.52,1505.37,Credit Card,0
2022-02-25 07:00:00,Bank_A,Bank_Z,779.61,262.72,Cash,0
2022-02-25 08:00:00,Bank_B,Bank_Y,537.51,314.32,Transfer,0
2022-02-25 09:00:00,Bank_B,Bank_Y,344.77,27.07,Cash,0
2022-02-25 10:00:00,Bank_C,Bank_Y,405.25,19.15,Transfer,1
2022-02-25 11:00:00,Bank_C,Bank_Z,635.06,631.47,Credit Card,0
2022-02-25 12:00:00,Bank_A,Bank_Y,129.68,386.2,Cash,0
2022-02-25 13:00:00,Bank_C,Bank_Z,2804.32,355.36,Wire,0
2022-02-25 14:00:00,Bank_C,Bank_X,1840.32,139.28,Transfer,0
2022-02-25 15:00:00,Bank_A,Bank_X,525.38,682.76,Wire,0
2022-02-25 16:00:00,Bank_B,Bank_X,111.29,92.1,Transfer,0
2022-02-25 17:00:00,Bank_C,Bank_Y,570.07,105.32,Credit Card,0
2022-02-25 18:00:00,Bank_B,Bank_Z,37.47,308.75,Cash,0
2022-02-25 19:00:00,Bank_A,Bank_Y,15.57,168.63,Transfer,0
2022-02-25 20:00:00,Bank_A,Bank_Z,148.99,142.15,Cash,0
2022-02-25 21:00:00,Bank_C,Bank_Y,310.53,518.15,Transfer,0
2022-02-25 22:00:00,Bank_A,Bank_X,1013.51,526.3,Transfer,0
2022-02-25 23:00:00,Bank_A,Bank_Z,649.45,870.11,Credit Card,0
2022-02-26 00:00:00,Bank_A,Bank_Y,678.77,270.39,Transfer,0
2022-02-26 01:00:00,Bank_C,Bank_Z,277.12,37.95,Wire,0
2022-02-26 02:00:00,Bank_C,Bank_Z,212.27,159.87,Transfer,0
2022-02-26 03:00:00,Bank_C,Bank_Y,231.84,1956.15,Transfer,0
2022-02-26 04:00:00,Bank_A,Bank_Y,2197.03,453.49,Transfer,0
2022-02-26 05:00:00,Bank_B,Bank_Z,20.47,618.48,Credit Card,0
2022-02-26 06:00:00,Bank_A,Bank_Z,1008.82,3.69,Cash,0
2022-02-26 07:00:00,Bank_C,Bank_X,432.18,365.12,Cash,0
2022-02-26 08:00:00,Bank_B,Bank_Z,288.67,19.13,Credit Card,1
2022-02-26 09:00:00,Bank_B,Bank_X,645.96,421.09,Wire,0
2022-02-26 10:00:00,Bank_C,Bank_X,333.42,1267.71,Wire,0
2022-02-26 11:00:00,Bank_B,Bank_X,1033.45,1727.6,Credit Card,0
2022-02-26 12:00:00,Bank_B,Bank_Z,1154.81,388.87,Cash,0
2022-02-26 13:00:00,Bank_C,Bank_X,273.85,306.43,Wire,0
2022-02-26 14:00:00,Bank_B,Bank_Z,162.05,1450.37,Credit Card,0
2022-02-26 15:00:00,Bank_B,Bank_Z,448.67,559.83,Cash,0
2022-02-26 16:00:00,Bank_C,Bank_Y,1217.28,33.55,Wire,0
2022-02-26 17:00:00,Bank_B,Bank_Z,118.28,313.42,Wire,0
2022-02-26 18:00:00,Bank_B,Bank_Z,487.71,137.38,Credit Card,0
2022-02-26 19:00:00,Bank_B,Bank_X,499.24,317.25,Cash,0
2022-02-26 20:00:00,Bank_B,Bank_Z,660.47,303.91,Wire,0
2022-02-26 21:00:00,Bank_C,Bank_Z,70.53,436.31,Credit Card,0
2022-02-26 22:00:00,Bank_A,Bank_Y,629.08,220.63,Wire,1
2022-02-26 23:00:00,Bank_A,Bank_Y,1198.63,89.73,Cash,1
2022-02-27 00:00:00,Bank_B,Bank_X,99.03,350.31,Transfer,0
2022-02-27 01:00:00,Bank_C,Bank_X,135.6,886.58,Wire,0
2022-02-27 02:00:00,Bank_C,Bank_Y,1777.09,545.34,Cash,0
2022-02-27 03:00:00,Bank_B,Bank_Y,99.82,206.52,Wire,0
2022-02-27 04:00:00,Bank_A,Bank_Z,963.39,1370.72,Transfer,0
2022-02-27 05:00:00,Bank_B,Bank_X,338.91,1216.39,Transfer,0
2022-02-27 06:00:00,Bank_C,Bank_X,142.0,117.45,Wire,0
2022-02-27 07:00:00,Bank_C,Bank_Z,1023.0,20.11,Credit Card,0
2022-02-27 08:00:00,Bank_A,Bank_Z,294.67,676.06,Wire,0
2022-02-27 09:00:00,Bank_C,Bank_X,361.61,879.0,Cash,0
2022-02-27 10:00:00,Bank_C,Bank_Y,222.54,1718.9,Credit Card,0
2022-02-27 11:00:00,Bank_C,Bank_Y,449.41,1102.89,Cash,0
2022-02-27 12:00:00,Bank_A,Bank_Z,89.28,458.81,Cash,0
2022-02-27 13:00:00,Bank_C,Bank_X,248.04,377.57,Credit Card,0
2022-02-27 14:00:00,Bank_B,Bank_Z,1743.58,14.12,Transfer,0
2022-02-27 15:00:00,Bank_A,Bank_Y,149.29,141.62,Cash,0
2022-02-27 16:00:00,Bank_B,Bank_Y,534.63,307.74,Wire,0
2022-02-27 17:00:00,Bank_B,Bank_Z,196.66,495.11,Transfer,0
